meter_id,total_kwh,peak_kwh,peak_ratio,cluster_name,cooling_load,base_load,policy_level
MAC001068,3548.097,1320.3379998999999,0.3721256774828873,Evening Peak,361.1332817764165,3553.2987503828485,Level 2 - TOU Pricing
MAC001069,3456.5989998,1162.1079998,0.33619983106725426,Evening Peak,676.2978777268293,3449.684435774085,Level 1 - Communication
MAC001070,7756.0489976,1721.3240005,0.22193310034950003,Evening Peak,1672.458085825688,7774.420495649541,Level 1 - Communication
MAC001071,5133.6489998,2105.6579998,0.41016789419807115,Evening Peak,823.8425532025917,5131.348038008993,Level 2 - TOU Pricing
MAC001072,3805.761,1092.51,0.28706742225799253,Evening Peak,403.1506931297712,3803.874229007633,Level 1 - Communication
MAC001073,6144.2979999,2416.0449998,0.3932174187904496,Evening Peak,778.4685902620794,6159.753611520031,Level 2 - TOU Pricing
MAC001074,5227.481997,2257.2889986,0.4318119124839523,Evening Peak,425.1831741349778,5236.813450190582,Level 2 - TOU Pricing
MAC001075,2614.0829998,1094.5949997,0.41873000963769935,Evening Peak,733.2252595329211,2621.9955716689337,Level 2 - TOU Pricing
MAC001076,8860.3030001,3338.4580001,0.37678824302761665,Daytime Active,959.3809174311924,8869.747018348624,Level 3 - Demand Response
MAC001077,6320.8600004,2118.6830002,0.3351890407422288,Evening Peak,472.5831391856488,6311.03386289771,Level 1 - Communication
MAC001078,8165.2239999,2011.983,0.24640879417694367,Evening Peak,2488.897114618808,8200.282622223394,Level 1 - Communication
MAC001079,874.484,352.281,0.40284442025240025,Evening Peak,112.81341294298922,874.6035716486903,Level 2 - TOU Pricing
MAC001080,2136.7600003000002,715.713,0.33495245132795176,Evening Peak,235.6855707223792,2136.8447966739914,Level 1 - Communication
MAC001081,9527.6289993,4727.5179995,0.4961903953068842,Evening Peak,1835.0535081515288,9547.214132322171,Level 3 - Demand Response
MAC001082,512.706,161.447,0.31489196537586844,Evening Peak,266.1433776223776,512.925986013986,Level 1 - Communication
MAC001083,4290.9269998,1254.047,0.2922554963201311,Evening Peak,382.6686640152671,4287.159480714504,Level 1 - Communication
MAC001084,2644.5,831.329,0.31436150501039895,Evening Peak,270.68234161490705,2643.0827329192543,Level 1 - Communication
MAC001085,7808.6829994,2380.5839995,0.3048637010470163,Evening Peak,2574.8500700545173,7840.9174389053605,Level 1 - Communication
MAC001086,4944.6579998,1934.1759996,0.3911647680543797,Evening Peak,514.1874512599387,4943.565080838227,Level 2 - TOU Pricing
MAC001087,5974.7689995,2008.9380004,0.3362369324350646,Daytime Active,876.0572735407635,5988.626381074809,Level 1 - Communication
MAC001088,2194.597,665.396,0.30319735240684276,Daytime Active,99.14042682926824,2194.322506097561,Level 1 - Communication
MAC001089,2071.748,1022.197,0.493398328368122,Evening Peak,232.80575609756087,2074.238152439025,Level 2 - TOU Pricing
MAC001090,7832.0909995,2416.8360007,0.30858119509263754,Daytime Active,658.8377305092987,7838.953165654726,Level 1 - Communication
MAC001091,4278.0259999,1579.3990000000001,0.36918873331693614,Evening Peak,1273.6431801163358,4281.426045700763,Level 2 - TOU Pricing
MAC001092,1103.3079998,302.184,0.273889068197437,Daytime Active,228.30578851179177,1102.9460488030627,Level 1 - Communication
MAC001093,7817.788999599999,2882.1229992,0.368662162581705,Evening Peak,920.7488841840976,7822.298762593884,Level 2 - TOU Pricing
MAC001094,3708.365,983.57,0.2652300946643602,Evening Peak,551.1951773700306,3717.25374617737,Level 1 - Communication
MAC001095,11374.0969996,2979.0149989,0.2619122202848072,Daytime Active,4036.6572482646247,11438.991426855742,Level 1 - Communication
MAC001096,2898.3009999,1186.2470002,0.4092904775042099,Evening Peak,606.2342316434452,2905.699573069969,Level 2 - TOU Pricing
MAC001097,3990.9459997,1637.8509997,0.4103916715042292,Evening Peak,1046.0731801593272,3998.7747168230885,Level 2 - TOU Pricing
MAC001098,10644.7169994,4139.021001,0.38883335284848813,Evening Peak,1995.5666135990823,10674.323799089603,Level 3 - Demand Response
MAC001099,11990.616998,4371.8079994,0.36460242205461196,Evening Peak,1122.1023688713417,11992.190482740853,Level 3 - Demand Response
MAC001100,3754.772001,1912.3830013,0.5093206726775099,Evening Peak,479.9604984320122,3759.30348728811,Level 2 - TOU Pricing
MAC001101,1585.5599997,475.874,0.30012992260780985,Daytime Active,259.1049983129283,1569.8205339655765,Level 1 - Communication
MAC001102,5379.5350008,1433.5920001,0.2664899475301877,Daytime Active,378.1041696987804,5389.164237086586,Level 1 - Communication
MAC001103,3377.039,1282.038,0.37963375608040056,Evening Peak,285.05897103658543,3377.3543094512193,Level 2 - TOU Pricing
MAC001104,10950.704001,3840.3320008,0.35069270436396666,Evening Peak,1196.990265965496,10860.464245080917,Level 3 - Demand Response
MAC001105,3892.2909998,1266.763,0.32545434040391397,Evening Peak,678.4443501516821,3899.443062489602,Level 1 - Communication
MAC001106,2378.0129997,798.8649998,0.33593802889251717,Evening Peak,241.27980716651376,2380.5558804316515,Level 1 - Communication
MAC001107,10234.6159995,3533.6229991,0.34526190325779016,Evening Peak,2079.1308066550455,10275.91597808945,Level 1 - Communication
MAC001108,4361.2239997,1722.1959999,0.39488822404409096,Evening Peak,298.4021055081164,4365.721172745176,Level 2 - TOU Pricing
MAC001109,6926.207,2576.058,0.3719291092512828,Evening Peak,693.1030278662079,6919.874843935933,Level 2 - TOU Pricing
MAC001110,9387.5630009,2842.0970016,0.3027513105720328,Evening Peak,4235.914722926372,9436.13169907759,Level 1 - Communication
MAC001111,5129.2959998,2078.0070008,0.40512518694203353,Evening Peak,847.8210076240427,5144.07572108484,Level 2 - TOU Pricing
MAC001112,7070.32,2331.193,0.32971534527432994,Evening Peak,470.99455725190865,7065.916671755725,Level 1 - Communication
MAC001113,6106.3340003,2580.253,0.4225535320985118,Evening Peak,507.56081266874975,6105.323477436434,Level 2 - TOU Pricing
MAC001114,5780.6040003,2442.4319998,0.4225219370974458,Evening Peak,828.5907554053515,5801.156847397096,Level 2 - TOU Pricing
MAC001115,1369.551,435.2950002,0.31783774404896203,Daytime Active,472.1140819112629,1370.9143344709896,Level 1 - Communication
MAC001116,10405.0109985,3688.0419998,0.354448640211113,Evening Peak,966.8123805947661,10423.734549027977,Level 3 - Demand Response
MAC001117,5240.161,1832.439,0.34969135490302683,Evening Peak,327.4077957317074,5229.6647347560975,Level 1 - Communication
MAC001118,6761.1149999,2363.6949995,0.34960136006190695,Evening Peak,669.1896887183485,6746.433903367431,Level 1 - Communication
MAC001119,5523.3699978,1805.4579989,0.32687616430170846,Evening Peak,1128.936078467278,5522.744459456117,Level 1 - Communication
MAC001120,2173.5189997,859.911,0.39563077208834574,Evening Peak,295.2061608455521,2175.037798777454,Level 2 - TOU Pricing
MAC001121,7301.5800004,2641.3079999,0.3617447182329444,Evening Peak,395.16490675107036,7306.340053919877,Level 2 - TOU Pricing
MAC001122,4506.5300002,1272.5240005,0.28237335609516084,Evening Peak,1844.7499525047829,4545.433630636956,Level 1 - Communication
MAC001123,7213.2379996,2169.4370001,0.3007577179929878,Daytime Active,454.491128125649,7210.946381276335,Level 1 - Communication
MAC001124,10824.4950008,3834.1229999,0.354208025373621,Evening Peak,1046.4456800637201,10821.616920114175,Level 3 - Demand Response
MAC001125,7588.0659985,2538.321999,0.3345150133778188,Daytime Active,1131.8730834903818,7583.627723880915,Level 1 - Communication
MAC001126,4770.5800001,1506.478,0.31578508272965167,Daytime Active,1434.1818436150309,4793.073970959662,Level 1 - Communication
MAC001127,6772.7029995,2728.214,0.40282498733539807,Evening Peak,707.6088756921898,6767.778890767228,Level 2 - TOU Pricing
MAC001128,2230.2280001,827.2860001,0.370942343142901,Evening Peak,129.9422508152904,2225.014750865291,Level 2 - TOU Pricing
MAC001129,2372.187,822.138,0.3465738577945162,Evening Peak,247.90927718223588,2370.5986676875955,Level 1 - Communication
MAC001130,3730.4099999,1308.039,0.35064215462511206,Daytime Active,354.6756756982343,3728.394670846228,Level 2 - TOU Pricing
MAC001131,6939.2879997,2304.6619999,0.3321179348658876,Evening Peak,403.8016409473283,6941.492060766412,Level 1 - Communication
MAC001132,8240.7220002,2667.014,0.3236383899293378,Evening Peak,553.4040551030671,8237.897282410124,Level 1 - Communication
MAC001133,8020.271999,2835.1260006,0.35349499380488536,Evening Peak,670.054453287749,8020.1282224750385,Level 2 - TOU Pricing
MAC001134,1535.3109998,483.1039998,0.3146619804475656,Evening Peak,359.2872143730104,1537.040854469896,Level 1 - Communication
MAC001135,2953.536,1120.405,0.3793436071204143,Evening Peak,109.71420398773014,2953.8992070552144,Level 2 - TOU Pricing
MAC001136,2927.784,1075.808,0.3674478718375399,Evening Peak,552.5075149105369,2934.2645566600395,Level 2 - TOU Pricing
MAC001137,6890.0970013,2218.7850003,0.3220252196567577,Evening Peak,1355.7823460995398,6897.25956112592,Level 1 - Communication
MAC001138,8110.8769996,3011.7179999,0.3713184160046475,Evening Peak,633.9292269705522,8118.181200517178,Level 2 - TOU Pricing
MAC001139,4564.529,1483.565,0.32502039093190116,Evening Peak,327.1335695364237,4564.14344205298,Level 1 - Communication
MAC001140,4386.698,1533.4610002,0.3495706794039617,Evening Peak,426.7830996932515,4390.097176380368,Level 1 - Communication
MAC001141,6258.8299999,1759.601,0.2811389668721013,Daytime Active,233.92700609263778,6260.907699285736,Level 1 - Communication
MAC001142,2778.5590001,958.341,0.34490575869200885,Evening Peak,473.7057991329753,2778.2746427388042,Level 1 - Communication
MAC001143,4734.3689993,1457.2939995,0.30781166396524395,Evening Peak,430.62085091485477,4739.216281171822,Level 1 - Communication
MAC001144,5245.8029986,1838.0669991,0.3503881101883817,Evening Peak,517.5192969202454,5245.148414233436,Level 2 - TOU Pricing
MAC001145,42603.9909902,13686.5379928,0.32125013818419623,Daytime Active,9791.339285028069,42867.62764380138,Level 1 - Communication
MAC001146,5565.528,1732.161,0.3112303091458708,Evening Peak,288.402235474006,5562.822544342508,Level 1 - Communication
MAC001147,3229.7539993,926.5669994,0.2868846975964173,Daytime Active,464.64650038123796,3236.882622117215,Level 1 - Communication
MAC001148,4305.4389999,1746.191,0.40557792133172893,Evening Peak,559.0220891026074,4315.178015236656,Level 2 - TOU Pricing
MAC001149,3118.2539998,953.018,0.3056255199419691,Daytime Active,311.58903500641213,3123.6812517068706,Level 1 - Communication
MAC001151,5204.0220002,2063.4809997,0.39651657883473534,Evening Peak,543.4660858673815,5209.528079833996,Level 2 - TOU Pricing
MAC001152,7130.8960007,2800.4200011,0.3927164273360737,Evening Peak,2049.290869124159,7154.737809372325,Level 2 - TOU Pricing
MAC001153,3445.4660001,1266.478,0.3675781447163438,Daytime Active,324.9012768087155,3448.473441996789,Level 2 - TOU Pricing
MAC001154,5258.8270007,1967.6490007,0.37416119610667686,Evening Peak,618.0710367504587,5260.255895200765,Level 2 - TOU Pricing
MAC001155,3624.3700004,1084.17,0.29913336659346224,Daytime Active,453.77290191941034,3619.560590083538,Level 1 - Communication
MAC001156,3940.7190001,1179.4779999,0.29930527902904763,Evening Peak,284.7594359316513,3932.084723342355,Level 1 - Communication
MAC001157,5868.0089994,1981.6969998,0.3377119905580627,Daytime Active,288.9640796444785,5870.359490192945,Level 1 - Communication
MAC001158,3045.0419997,1110.8919998,0.36481992692036624,Evening Peak,344.06716670833333,3041.956211819697,Level 2 - TOU Pricing
MAC001159,3064.7300001,941.4380001,0.30718464597836725,Evening Peak,340.08900768625955,3063.7391451389312,Level 1 - Communication
MAC001160,24050.7880101,7941.3120027,0.3301892644584073,Night Owl,6869.5980167612215,24152.38159796336,Level 1 - Communication
MAC001161,4152.8620001,1351.923,0.3255400733199047,Evening Peak,213.46625473484346,4154.264601663282,Level 1 - Communication
MAC001162,4941.97,1869.3669998999999,0.3782635264681898,Evening Peak,596.9695350318473,4949.504613057325,Level 2 - TOU Pricing
MAC001163,4580.376,1850.4470002,0.4039945629354446,Evening Peak,431.4259221989283,4581.931105666155,Level 2 - TOU Pricing
MAC001164,8709.1339988,3328.7949988,0.3822188290200452,Evening Peak,1402.3466318597855,8734.476686964987,Level 3 - Demand Response
MAC001165,1532.9840003,848.5530003,0.5535302391505332,Evening Peak,215.77060495436442,1532.2965914202146,Level 2 - TOU Pricing
MAC001166,7551.3060004,2541.8949998,0.33661660640760066,Evening Peak,566.3998718566413,7544.403572922137,Level 1 - Communication
MAC001167,6696.4710000000005,3013.0680006,0.44994863721503453,Evening Peak,729.7907230415902,6705.057974006116,Level 2 - TOU Pricing
MAC001168,7476.5219998,2094.7030008,0.2801707800573628,Evening Peak,544.7287044347624,7474.340903320674,Level 1 - Communication
MAC001169,1198.131,398.434,0.3325462741553303,Evening Peak,95.02270444104133,1197.819975497703,Level 1 - Communication
MAC001170,3455.6850016,1037.6440005,0.3002715814721439,Daytime Active,791.9065917192661,3462.6248135388378,Level 1 - Communication
MAC001171,8467.757001,3894.7150003,0.4599464769525216,Evening Peak,1334.684989972895,8478.797553840734,Level 3 - Demand Response
MAC001172,3614.9200001,1412.586,0.39076549410800887,Daytime Active,521.2432542660032,3614.7446647255742,Level 2 - TOU Pricing
MAC001173,3617.6980001,1132.5229999,0.31305073001358735,Daytime Active,503.41756437668704,3622.4178681989265,Level 1 - Communication
MAC001174,8185.1449993,3132.8839988,0.3827524129466157,Evening Peak,979.8343589030748,8192.32297987686,Level 3 - Demand Response
MAC001175,628.51,185.0499999,0.29442650061255987,Daytime Active,133.71542105263157,628.6315015479877,Level 1 - Communication
MAC001176,2471.554,780.532,0.3158061689123523,Evening Peak,278.46024502297104,2469.464931087289,Level 1 - Communication
MAC001177,3539.1060001,1022.7670001,0.2889902139328692,Daytime Active,324.5860000524998,3540.122812600782,Level 1 - Communication
MAC001178,3703.5390002,1093.395,0.29522977885232315,Daytime Active,255.44756979326178,3704.8936877972437,Level 1 - Communication
MAC001179,7543.361,2121.6990001,0.28126706385920014,Daytime Active,726.5396851152905,7538.389672782875,Level 1 - Communication
MAC001180,2640.1119996,1041.0609996,0.39432455886633966,Evening Peak,674.632180330247,2647.4161801524688,Level 2 - TOU Pricing
MAC001181,1728.7810001,665.178,0.38476706995363974,Evening Peak,428.42685718664603,1726.2936429579192,Level 2 - TOU Pricing
MAC001182,3132.6050005,971.1450002,0.31001195492090255,Evening Peak,838.2671524456523,3140.526116963509,Level 1 - Communication
MAC001183,9623.2420011,2534.7810004,0.2634019803419947,Night Owl,1107.0703817141102,9622.452231069019,Level 1 - Communication
MAC001184,5646.2009996,1966.424,0.34827382166155785,Evening Peak,855.0009082039755,5639.926047762079,Level 1 - Communication
MAC001185,4330.3430005,1643.3289998,0.3794916475693159,Evening Peak,613.1889265652843,4335.875834605223,Level 2 - TOU Pricing
MAC001186,3491.2199999,987.212,0.2827699199787687,Evening Peak,532.6120337270354,3486.7931673339476,Level 1 - Communication
MAC001187,6664.3719999,2827.0720001,0.42420681200605553,Evening Peak,573.6951213998464,6662.788448439938,Level 2 - TOU Pricing
MAC001188,3691.321,1829.56,0.4956382823384907,Evening Peak,498.9101920122888,3695.197615975422,Level 2 - TOU Pricing
MAC001189,2562.0750001,931.3269998,0.36350497146400845,Evening Peak,540.1839816271889,2547.461628364977,Level 2 - TOU Pricing
MAC001190,6652.7569998,2549.3689998,0.38320488781968753,Evening Peak,542.7459767614437,6653.602432978188,Level 2 - TOU Pricing
MAC001191,4606.9370002,1604.8110001,0.348346634657763,Evening Peak,335.19945408711646,4613.469115232208,Level 1 - Communication
MAC001192,14693.075005,5933.864005,0.40385446905979366,Evening Peak,1363.5752769039946,14669.199931003377,Level 3 - Demand Response
MAC001193,5827.0630001,1927.4780001,0.33078036054645743,Daytime Active,554.8205714741932,5828.466285815054,Level 1 - Communication
MAC001194,4076.7540004,1556.6340002,0.38183172201395205,Evening Peak,748.6908392782541,4102.00626073997,Level 2 - TOU Pricing
MAC001195,9772.8519991,3532.2159986,0.3614314428301266,Evening Peak,1166.1454690682513,9798.165468418252,Level 3 - Demand Response
MAC001196,2900.7960002,798.6730003,0.2753289098043896,Evening Peak,925.754134121374,2914.137801728244,Level 1 - Communication
MAC001197,3757.3019998,1350.474,0.35942652469029246,Evening Peak,563.5286045196923,3761.4261767215385,Level 2 - TOU Pricing
MAC001198,32260.2029927,10377.7649907,0.32168938902983135,Evening Peak,9363.263254115773,32356.916216328333,Level 1 - Communication
MAC001199,2419.2420001,734.746,0.30370917831685673,Daytime Active,167.28536005200002,2419.6637154853847,Level 1 - Communication
MAC001200,2124.507,571.933,0.2692073972926425,Daytime Active,286.7453583460949,2122.3482664624808,Level 1 - Communication
MAC001201,1329.083,539.275,0.4057496785377587,Evening Peak,129.72554325259506,1328.1441384083046,Level 2 - TOU Pricing
MAC001202,18745.9269971,5628.0829966,0.30022964441666,Daytime Active,3085.6495006464015,18808.125886918224,Level 1 - Communication
MAC001203,11635.0520032,4840.3210025,0.41601197838812937,Evening Peak,1929.6669649325163,11663.789524797698,Level 3 - Demand Response
MAC001204,2712.9499992,1139.7229993,0.4201046829599085,Evening Peak,353.24546038341026,2714.5360606377876,Level 2 - TOU Pricing
MAC001205,6313.5630027,2355.0350004,0.3730120376391061,Evening Peak,1671.212541445859,6334.27001478911,Level 2 - TOU Pricing
MAC001206,3268.176,1164.358,0.3562715104694484,Evening Peak,568.5849539170507,3262.9319078341014,Level 2 - TOU Pricing
MAC001207,1002.4350001,286.753,0.2860564525095336,Night Owl,144.7160578872289,1003.1583109438554,Level 1 - Communication
MAC001208,2817.4530002,867.371,0.30785642207285396,Evening Peak,491.7837527165899,2816.5324733198154,Level 1 - Communication
MAC001209,2785.8279998,1056.5130001,0.37924559598648916,Evening Peak,450.53126716251916,2790.101013623349,Level 2 - TOU Pricing
MAC001210,3866.8960001,1367.289,0.35358825268759264,Evening Peak,456.8961258199388,3868.1409065424846,Level 2 - TOU Pricing
MAC001211,5682.6740007,2268.8390006,0.39925552659197433,Evening Peak,1074.2831577502654,5687.506407684956,Level 2 - TOU Pricing
MAC001212,4446.3990001,1456.9180001,0.32766245226018487,Evening Peak,644.0822945245397,4449.651405008743,Level 1 - Communication
MAC001213,5051.9270002,2551.3420003,0.5050235286849939,Evening Peak,466.8651308875193,5048.431571850231,Level 2 - TOU Pricing
MAC001214,6580.5929994,2087.2749999,0.3171864602613035,Evening Peak,1143.739666091077,6581.672776318461,Level 1 - Communication
MAC001215,19303.9400005,6514.8779992,0.3374895487155086,Daytime Active,3415.420832917847,19309.510847060767,Level 1 - Communication
MAC001216,4214.077,1383.379,0.3282756817210506,Evening Peak,334.9623880368098,4218.76729601227,Level 1 - Communication
MAC001217,5871.266,2591.3409997,0.44135983614096175,Evening Peak,759.9856612429447,5882.351756134969,Level 2 - TOU Pricing
MAC001218,863.719,297.94,0.3449501516118089,Evening Peak,245.44536615384615,863.7595846153846,Level 1 - Communication
MAC001219,11112.9699979,4109.3339992,0.36977819610567964,Evening Peak,906.6454720884263,11082.262525661574,Level 3 - Demand Response
MAC001220,9249.8290001,4097.5189993,0.44298321614980146,Evening Peak,1468.9654748848159,9242.56817954862,Level 3 - Demand Response
MAC001221,8904.740001,3955.2480012,0.4441733279978783,Evening Peak,1392.4951258875003,8925.872116647684,Level 3 - Demand Response
MAC001222,2936.729,871.93,0.29690516217192664,Evening Peak,279.55625000000003,2943.23425,Level 1 - Communication
MAC001223,3069.408,1019.416,0.3321213732420063,Evening Peak,311.8925793528505,3066.379266563945,Level 1 - Communication
MAC001224,10129.1259994,2952.8509994,0.2915208083673668,Daytime Active,1029.2994991500002,10149.091962731618,Level 1 - Communication
MAC001225,6750.0990001,2281.8700001,0.3380498567600557,Evening Peak,692.9828565381175,6755.427088063734,Level 1 - Communication
MAC001226,5443.2559993,1871.1730004,0.34375987472215747,Evening Peak,1143.7190089029364,5457.7751028494595,Level 1 - Communication
MAC001227,7112.5300013,2677.6030004,0.37646280576821445,Daytime Active,502.9281007580247,7110.827377752469,Level 2 - TOU Pricing
MAC001228,2779.787,872.34,0.3138154110368888,Evening Peak,296.0551851851851,2778.119975308642,Level 1 - Communication
MAC001229,1954.1169997,698.921,0.35766589211766736,Daytime Active,218.09652774974617,1958.2559641639593,Level 2 - TOU Pricing
MAC001230,4811.0260003,1540.946,0.32029467309133464,Daytime Active,706.1428921221882,4802.900422490293,Level 1 - Communication
MAC001231,1937.0639998,583.1549998,0.30105097191430447,Evening Peak,119.9246383342019,1934.396364619544,Level 1 - Communication
MAC001232,6701.1109992,1976.0739994,0.29488751934357005,Evening Peak,471.1253801392912,6707.596316605239,Level 1 - Communication
MAC001233,4766.639,2098.174,0.4401789185209956,Evening Peak,623.3327039602466,4762.167004622496,Level 2 - TOU Pricing
MAC001234,2666.046,896.283,0.3361843719125627,Evening Peak,234.93623802163847,2669.1136630602778,Level 1 - Communication
MAC001235,11931.131,4776.05,0.4003015305087171,Evening Peak,1042.9669099909092,11939.555001540832,Level 3 - Demand Response
MAC001236,3605.428,1098.996,0.3048170702618386,Daytime Active,472.2711005,3616.7135,Level 1 - Communication
MAC001237,2158.2739997,647.983,0.3002320373085482,Evening Peak,428.99345819583345,2161.8179703766973,Level 1 - Communication
MAC001238,4109.1009999,1373.386,0.3342302854160613,Evening Peak,554.2675276208334,4104.19972520787,Level 1 - Communication
MAC001239,7535.3569981,2842.4359985,0.3772131830272547,Evening Peak,976.7583208822257,7544.299052181143,Level 2 - TOU Pricing
MAC001240,12208.0670009,5695.2070011,0.46651177460609766,Evening Peak,1382.1326624463077,12236.43691629154,Level 3 - Demand Response
MAC001241,2982.8529997,1208.4890001,0.4051453424696234,Evening Peak,592.9433343024654,2986.438095229276,Level 2 - TOU Pricing
MAC001242,2827.4430001,851.7260001,0.301235427228728,Evening Peak,279.7206687835131,2823.0106503318952,Level 1 - Communication
MAC001243,5944.5640003,1929.7619998,0.32462633082974834,Evening Peak,504.4080949232922,5930.532775046273,Level 1 - Communication
MAC001244,3891.95,1594.375,0.4096596821644677,Evening Peak,533.8598361669242,3899.0889891808347,Level 2 - TOU Pricing
MAC001245,2288.4260016,1654.1840015,0.7228479314355996,Evening Peak,229.2161245270643,2285.3065152752292,Level 2 - TOU Pricing
MAC001246,5222.0370005,1455.9939999,0.27881725077026287,Daytime Active,447.8405312172839,5223.433664084105,Level 1 - Communication
MAC001247,4430.256,1726.386,0.3896808672004507,Evening Peak,471.78045300462253,4430.1375531587055,Level 2 - TOU Pricing
MAC001248,1874.423,602.32,0.32133621919918826,Daytime Active,237.0088068006182,1875.4815270479135,Level 1 - Communication
MAC001249,2098.237,819.172,0.39040966296943574,Evening Peak,319.43062345679016,2098.6220817901235,Level 2 - TOU Pricing
MAC001250,9121.3359981,2854.521001,0.31294987944689295,Evening Peak,2092.4535071331757,9163.803641054976,Level 1 - Communication
MAC001251,11621.3620023,4275.5560014,0.3679048979417231,Evening Peak,1491.4945676852305,11646.243625394616,Level 3 - Demand Response
MAC001252,25904.2049813,9612.0749918,0.3710623429184129,Evening Peak,4798.634999471869,26020.599455854717,Level 3 - Demand Response
MAC001253,5940.6390002,2500.2380014,0.42087021300500266,Evening Peak,1118.9136695523953,5948.603122303555,Level 2 - TOU Pricing
MAC001254,3474.4050006,1376.3540002,0.3961409219599659,Evening Peak,393.5579892381538,3472.2769313738463,Level 2 - TOU Pricing
MAC001255,9121.509999,3515.7810005,0.3854384856109831,Evening Peak,747.7883179459046,9136.970793428129,Level 3 - Demand Response
MAC001256,2158.803,558.881,0.25888466895775114,Daytime Active,143.29854629629614,2156.5062993827164,Level 1 - Communication
MAC001257,2353.02,637.252,0.2708230274285811,Night Owl,249.9237777777778,2355.065662037037,Level 1 - Communication
MAC001258,14372.0910035,5494.8010027,0.38232439534107215,Evening Peak,2364.629773649111,14403.292043724667,Level 3 - Demand Response
MAC001259,2730.416,906.944,0.33216330405330174,Daytime Active,222.46312962962958,2726.843351851852,Level 1 - Communication
MAC001260,3556.4820004,1321.5940003,0.3716014871300795,Evening Peak,310.37930983158714,3558.261837074884,Level 2 - TOU Pricing
MAC001261,1800.4710001,802.991,0.44598941052391344,Evening Peak,156.5255508304615,1801.5734693315385,Level 2 - TOU Pricing
MAC001262,2998.5910001,982.2919999999999,0.327584522186334,Daytime Active,447.2401179038519,2992.3356842302005,Level 1 - Communication
MAC001263,2938.9790002,870.4440002,0.2961722421768803,Daytime Active,305.2051150764252,2943.8928260875196,Level 1 - Communication
MAC001264,4853.4829999,1711.3719999,0.35260698346636027,Evening Peak,431.7771648123267,4855.944961378428,Level 2 - TOU Pricing
MAC001265,9327.3339975,3606.6469989,0.38667501344614524,Evening Peak,1858.9546905136442,9363.037474205457,Level 3 - Demand Response
MAC001266,4609.8699991,1750.2969991,0.3796846764532874,Evening Peak,1173.8395317427694,4624.967091400768,Level 2 - TOU Pricing
MAC001267,907.709,332.971,0.36682571176445317,Evening Peak,43.93855023183928,905.8849706336939,Level 2 - TOU Pricing
MAC001268,2025.1019999,836.111,0.4128735244157022,Daytime Active,213.82262552064708,2028.3018951226504,Level 2 - TOU Pricing
MAC001269,3633.5970002,1164.176,0.32039216234929785,Daytime Active,1486.600780283282,3622.426012585449,Level 1 - Communication
MAC001270,2296.4319992,657.4899998,0.2863093703750198,Daytime Active,498.89468877897986,2301.6073624086553,Level 1 - Communication
MAC001271,10632.696001,4519.885001,0.42509303384343033,Daytime Active,1040.0303347641975,10650.94695934105,Level 3 - Demand Response
MAC001272,2171.0299999,782.8699998,0.36059842555656063,Daytime Active,480.929149158,2170.15506913,Level 2 - TOU Pricing
MAC001273,3710.8119998,1174.5430004,0.3165191339424643,Evening Peak,690.7942860003077,3718.6506459523075,Level 1 - Communication
MAC001274,4678.795,1539.417,0.32901997202271094,Daytime Active,135.50952777777798,4675.162569444444,Level 1 - Communication
MAC001275,2282.778,542.662,0.23772000606278845,Daytime Active,373.5628276923078,2289.6018769230764,Level 1 - Communication
MAC001276,5109.8099999,1223.4789992,0.23943727833793113,Daytime Active,1089.8010912310185,5130.447672738735,Level 1 - Communication
MAC001277,4102.87,1258.1369999,0.3066480292819417,Evening Peak,924.7056667666667,4109.250398148148,Level 1 - Communication
MAC001278,82.738,34.945,0.42235732069907417,Evening Peak,5.18781818181818,82.738,Level 2 - TOU Pricing
MAC001279,5383.4700002,1611.3919998,0.2993221843420945,Evening Peak,663.4831887924527,5388.53122504434,Level 1 - Communication
MAC001280,2260.3739997,702.55,0.3108113967393199,Daytime Active,427.71066802700625,2261.1566030927465,Level 1 - Communication
MAC001281,1358.608,472.168,0.3475380683758671,Evening Peak,329.5830824742269,1356.8662886597938,Level 1 - Communication
MAC001282,2260.2880001,777.4770002,0.34397253808612127,Evening Peak,319.5063102569445,2262.5653905328704,Level 1 - Communication
MAC001283,13934.8440008,3670.6910012,0.26341816248457933,Daytime Active,1692.60127641142,13905.902045357716,Level 1 - Communication
MAC001284,2331.5930005,855.7209998,0.36701130927074077,Evening Peak,683.9859632333333,2342.5496301333333,Level 2 - TOU Pricing
MAC001285,3290.7520002,1371.3560002,0.41673027931507867,Evening Peak,411.1804885513095,3297.9748753941453,Level 2 - TOU Pricing
MAC001286,8045.9460004,1745.602,0.21695422762136587,Daytime Active,520.4354399728815,8042.521165372881,Level 1 - Communication
MAC001287,1456.5889998,516.4779999,0.35458046159274587,Evening Peak,157.42186363496504,1454.020363434965,Level 2 - TOU Pricing
MAC001288,5251.6729992,2004.2629992,0.381642764030684,Evening Peak,551.7884778913044,5249.3011948449275,Level 2 - TOU Pricing
MAC001289,6905.1089987,2530.1589992,0.36641840116880764,Evening Peak,867.8666926394457,6903.563536440369,Level 2 - TOU Pricing
MAC001290,587.195,166.447,0.2834612011342058,Daytime Active,113.18091935483872,585.3256048387096,Level 1 - Communication
MAC001291,2437.4529998,948.654,0.3891988892002594,Evening Peak,302.1230461675925,2440.113873255247,Level 2 - TOU Pricing
